scenario_id,species,age_months,weight_kg,food_type,variant,target_kcal,actual_kcal,kcal_delta_pct,is_kcal_valid,protein_target_min,protein_target_max,protein_actual,is_protein_valid,fat_target_min,fat_target_max,fat_actual,is_fat_valid,fiber_target_min,fiber_target_max,fiber_actual,is_fiber_valid,is_bju_valid,components_count,supplements_count,has_dry,has_wet,has_treats,validation_warnings_count,has_critical_errors,overall_status
715,dog,4,23.0,dry,advanced,1470.4,1613.0,9.7,True,20.0,40.0,40.5,True,10.0,25.0,11.2,True,1.0,10.0,9.5,True,True,1,2,True,False,True,0,False,OK
716,dog,4,20.7,wet,basic,1358.6,1239.0,-8.8,True,20.0,40.0,19.5,True,10.0,25.0,12.1,True,1.0,10.0,0.8,False,True,1,0,False,True,True,0,False,OK
717,dog,2,19.5,wet,advanced,1948.7,2077.7,6.6,True,20.0,40.0,41.7,True,10.0,25.0,11.8,True,1.0,10.0,4.5,True,True,1,2,False,True,True,0,False,OK
718,dog,2,23.2,multi,basic,2219.9,2232.5,0.6,True,20.0,40.0,25.2,True,10.0,25.0,10.1,True,1.0,10.0,3.1,True,True,2,0,True,True,True,0,False,OK
719,dog,3,23.7,multi,advanced,2255.7,2039.0,-9.6,True,20.0,40.0,22.3,True,10.0,25.0,25.5,True,1.0,10.0,6.4,True,True,2,2,True,True,True,0,False,OK
720,dog,9,1.6,dry,basic,199.2,199.6,0.2,True,20.0,40.0,43.4,True,10.0,25.0,16.2,True,1.0,10.0,2.3,True,True,1,0,True,False,True,0,False,OK
721,dog,7,1.6,dry,advanced,199.2,216.9,8.9,True,20.0,40.0,41.0,True,10.0,25.0,20.5,True,1.0,10.0,10.6,True,True,1,2,True,False,True,0,False,OK
722,dog,10,1.8,wet,basic,217.6,204.0,-6.2,True,20.0,40.0,28.2,True,10.0,25.0,18.4,True,1.0,10.0,6.8,True,True,1,0,False,True,True,0,False,OK
723,dog,5,1.6,wet,advanced,199.2,203.4,2.1,True,20.0,40.0,23.4,True,10.0,25.0,23.5,True,1.0,10.0,3.0,True,True,1,2,False,True,True,0,False,OK
724,dog,7,1.4,multi,basic,180.2,194.8,8.1,True,20.0,40.0,39.4,True,10.0,25.0,12.8,True,1.0,10.0,4.9,True,True,2,0,True,True,True,0,False,OK
725,dog,11,1.8,multi,advanced,217.6,208.3,-4.3,True,20.0,40.0,19.9,True,10.0,25.0,9.5,True,1.0,10.0,7.6,True,True,2,2,True,True,True,0,False,OK
726,dog,10,1.7,dry,basic,208.4,204.3,-2.0,True,20.0,40.0,28.4,True,10.0,25.0,22.4,True,1.0,10.0,3.9,True,True,1,0,True,False,True,0,False,OK
727,dog,10,1.5,dry,advanced,189.8,184.3,-2.9,True,20.0,40.0,38.2,True,10.0,25.0,20.9,True,1.0,10.0,7.3,True,True,1,2,True,False,True,0,False,OK
728,dog,5,1.6,wet,basic,199.2,204.7,2.8,True,20.0,40.0,22.0,True,10.0,25.0,20.6,True,1.0,10.0,9.9,True,True,1,0,False,True,True,0,False,OK
729,dog,11,1.4,wet,advanced,180.2,190.0,5.5,True,20.0,40.0,18.6,True,10.0,25.0,24.9,True,1.0,10.0,11.0,True,True,1,2,False,True,True,0,False,OK
730,dog,8,1.5,multi,basic,189.8,206.5,8.8,True,20.0,40.0,38.4,True,10.0,25.0,18.8,True,1.0,10.0,6.5,True,True,2,0,True,True,True,0,False,OK
731,dog,5,1.5,multi,advanced,189.8,186.0,-2.0,True,20.0,40.0,26.8,True,10.0,25.0,13.2,True,1.0,10.0,9.0,True,True,2,2,True,True,True,0,False,OK
732,dog,9,1.4,dry,basic,180.2,186.9,3.7,True,20.0,40.0,25.4,True,10.0,25.0,22.1,True,1.0,10.0,7.1,True,True,1,0,True,False,True,0,False,OK
733,dog,7,1.5,dry,advanced,189.8,186.5,-1.7,True,20.0,40.0,29.9,True,10.0,25.0,16.8,True,1.0,10.0,6.0,True,True,1,2,True,False,True,0,False,OK
734,dog,6,1.7,wet,basic,208.4,194.0,-6.9,True,20.0,40.0,27.9,True,10.0,25.0,17.7,True,1.0,10.0,2.5,True,True,1,0,False,True,True,0,False,OK
735,dog,6,1.7,wet,advanced,208.4,201.2,-3.4,True,20.0,40.0,24.9,True,10.0,25.0,19.0,True,1.0,10.0,7.5,True,True,1,2,False,True,True,0,False,OK
736,dog,7,1.5,multi,basic,189.8,176.8,-6.9,True,20.0,40.0,24.5,True,10.0,25.0,23.2,True,1.0,10.0,5.4,True,True,2,0,True,True,True,0,False,OK
737,dog,7,1.4,multi,advanced,180.2,173.1,-3.9,True,20.0,40.0,32.1,True,10.0,25.0,18.3,True,1.0,10.0,2.6,True,True,2,2,True,True,True,0,False,OK
738,dog,10,1.7,dry,basic,208.4,227.7,9.3,True,20.0,40.0,32.1,True,10.0,25.0,26.9,True,1.0,10.0,6.2,True,True,1,0,True,False,True,0,False,OK
739,dog,8,1.8,dry,advanced,217.6,227.5,4.6,True,20.0,40.0,24.0,True,10.0,25.0,11.8,True,1.0,10.0,2.3,True,True,1,2,True,False,True,0,False,OK
740,dog,10,1.8,wet,basic,217.6,207.7,-4.5,True,20.0,40.0,41.0,True,10.0,25.0,20.1,True,1.0,10.0,3.9,True,True,1,0,False,True,True,0,False,OK
741,dog,11,1.5,wet,advanced,189.8,182.3,-4.0,True,20.0,40.0,28.8,True,10.0,25.0,26.4,True,1.0,10.0,3.3,True,True,1,2,False,True,True,0,False,OK
742,dog,10,1.5,multi,basic,189.8,200.5,5.6,True,20.0,40.0,30.1,True,10.0,25.0,19.0,True,1.0,10.0,3.0,True,True,2,0,True,True,True,0,False,OK
743,dog,11,1.4,multi,advanced,180.2,192.0,6.5,True,20.0,40.0,39.6,True,10.0,25.0,14.0,True,1.0,10.0,5.8,True,True,2,2,True,True,True,0,False,OK
744,dog,10,1.4,dry,basic,180.2,198.0,9.9,True,20.0,40.0,19.1,True,10.0,25.0,24.4,True,1.0,10.0,1.2,True,True,1,0,True,False,True,0,False,OK
745,dog,7,1.5,dry,advanced,189.8,171.4,-9.7,True,20.0,40.0,41.3,True,10.0,25.0,13.0,True,1.0,10.0,7.3,True,True,1,2,True,False,True,0,False,OK
746,dog,7,1.7,wet,basic,208.4,193.2,-7.3,True,20.0,40.0,21.2,True,10.0,25.0,18.6,True,1.0,10.0,6.8,True,True,1,0,False,True,True,0,False,OK
747,dog,6,1.4,wet,advanced,180.2,179.4,-0.5,True,20.0,40.0,19.4,True,10.0,25.0,19.8,True,1.0,10.0,8.0,True,True,1,2,False,True,True,0,False,OK
748,dog,5,1.4,multi,basic,180.2,184.1,2.2,True,20.0,40.0,29.7,True,10.0,25.0,20.6,True,1.0,10.0,5.2,True,True,2,0,True,True,True,0,False,OK
749,dog,9,1.5,multi,advanced,189.8,204.9,8.0,True,20.0,40.0,29.3,True,10.0,25.0,24.4,True,1.0,10.0,5.3,True,True,2,2,True,True,True,0,False,OK
750,dog,8,1.6,dry,basic,199.2,208.4,4.6,True,20.0,40.0,26.7,True,10.0,25.0,25.7,True,1.0,10.0,8.6,True,True,1,0,True,False,True,0,False,OK
751,dog,10,1.4,dry,advanced,180.2,185.9,3.2,True,20.0,40.0,28.6,True,10.0,25.0,21.8,True,1.0,10.0,0.8,False,True,1,2,True,False,True,0,False,OK
752,dog,6,1.6,wet,basic,199.2,189.4,-4.9,True,20.0,40.0,35.6,True,10.0,25.0,25.3,True,1.0,10.0,5.8,True,True,1,0,False,True,True,0,False,OK
753,dog,6,1.4,wet,advanced,180.2,167.9,-6.8,True,20.0,40.0,18.4,True,10.0,25.0,12.3,True,1.0,10.0,6.0,True,True,1,2,False,True,True,0,False,OK
754,dog,7,1.4,multi,basic,180.2,194.9,8.1,True,20.0,40.0,24.7,True,10.0,25.0,9.4,True,1.0,10.0,5.7,True,True,2,0,True,True,True,0,False,OK
755,dog,8,1.4,multi,advanced,180.2,184.7,2.5,True,20.0,40.0,39.2,True,10.0,25.0,26.6,True,1.0,10.0,1.0,True,True,2,2,True,True,True,0,False,OK
756,dog,11,1.6,dry,basic,199.2,202.3,1.6,True,20.0,40.0,42.2,True,10.0,25.0,19.5,True,1.0,10.0,4.0,True,True,1,0,True,False,True,0,False,OK
757,dog,11,1.4,dry,advanced,180.2,169.7,-5.8,True,20.0,40.0,39.4,True,10.0,25.0,13.7,True,1.0,10.0,5.8,True,True,1,2,True,False,True,0,False,OK
758,dog,7,1.7,wet,basic,208.4,207.7,-0.3,True,20.0,40.0,30.9,True,10.0,25.0,26.4,True,1.0,10.0,9.8,True,True,1,0,False,True,True,0,False,OK
759,dog,9,1.4,wet,advanced,180.2,179.0,-0.7,True,20.0,40.0,35.0,True,10.0,25.0,13.8,True,1.0,10.0,3.7,True,True,1,2,False,True,True,0,False,OK
760,dog,5,1.4,multi,basic,180.2,179.4,-0.4,True,20.0,40.0,39.8,True,10.0,25.0,14.4,True,1.0,10.0,7.0,True,True,2,0,True,True,True,0,False,OK
761,dog,5,1.7,multi,advanced,208.4,210.6,1.1,True,20.0,40.0,39.7,True,10.0,25.0,18.2,True,1.0,10.0,5.6,True,True,2,2,True,True,True,0,False,OK
762,dog,5,1.5,dry,basic,189.8,177.2,-6.7,True,20.0,40.0,21.5,True,10.0,25.0,25.3,True,1.0,10.0,7.1,True,True,1,0,True,False,True,0,False,OK
763,dog,8,1.8,dry,advanced,217.6,233.5,7.3,True,20.0,40.0,25.4,True,10.0,25.0,14.6,True,1.0,10.0,3.6,True,True,1,2,True,False,True,0,False,OK
764,dog,10,1.4,wet,basic,180.2,169.5,-5.9,True,20.0,40.0,32.9,True,10.0,25.0,20.8,True,1.0,10.0,2.6,True,True,1,0,False,True,True,0,False,OK
765,dog,7,1.8,wet,advanced,217.6,198.8,-8.6,True,20.0,40.0,34.5,True,10.0,25.0,18.6,True,1.0,10.0,3.5,True,True,1,2,False,True,True,0,False,OK
766,dog,9,1.4,multi,basic,180.2,170.0,-5.6,True,20.0,40.0,30.0,True,10.0,25.0,25.5,True,1.0,10.0,1.3,True,True,2,0,True,True,True,0,False,OK
767,dog,9,1.6,multi,advanced,199.2,204.2,2.5,True,20.0,40.0,26.3,True,10.0,25.0,22.0,True,1.0,10.0,8.7,True,True,2,2,True,True,True,0,False,OK
768,dog,8,1.5,dry,basic,189.8,180.8,-4.7,True,20.0,40.0,39.7,True,10.0,25.0,13.3,True,1.0,10.0,6.7,True,True,1,0,True,False,True,0,False,OK
769,dog,10,1.6,dry,advanced,199.2,216.3,8.6,True,20.0,40.0,21.5,True,10.0,25.0,11.9,True,1.0,10.0,2.6,True,True,1,2,True,False,True,0,False,OK
770,dog,8,1.4,wet,basic,180.2,177.4,-1.6,True,20.0,40.0,39.7,True,10.0,25.0,22.6,True,1.0,10.0,7.6,True,True,1,0,False,True,True,0,False,OK
771,dog,8,1.6,wet,advanced,199.2,214.5,7.7,True,20.0,40.0,18.4,True,10.0,25.0,10.2,True,1.0,10.0,10.3,True,True,1,2,False,True,True,0,False,OK
772,dog,7,1.5,multi,basic,189.8,179.1,-5.7,True,20.0,40.0,35.4,True,10.0,25.0,10.5,True,1.0,10.0,8.1,True,True,2,0,True,True,True,0,False,OK
773,dog,11,1.4,multi,advanced,180.2,177.2,-1.6,True,20.0,40.0,32.2,True,10.0,25.0,10.2,True,1.0,10.0,10.0,True,True,2,2,True,True,True,0,False,OK
774,dog,9,1.8,dry,basic,217.6,235.9,8.4,True,20.0,40.0,42.7,True,10.0,25.0,20.8,True,1.0,10.0,7.8,True,True,1,0,True,False,True,0,False,OK
775,dog,6,1.5,dry,advanced,189.8,203.3,7.1,True,20.0,40.0,36.8,True,10.0,25.0,15.3,True,1.0,10.0,6.9,True,True,1,2,True,False,True,0,False,OK
776,dog,11,1.5,wet,basic,189.8,198.6,4.6,True,20.0,40.0,40.6,True,10.0,25.0,20.0,True,1.0,10.0,1.4,True,True,1,0,False,True,True,0,False,OK
777,dog,6,1.7,wet,advanced,208.4,229.1,9.9,True,20.0,40.0,29.6,True,10.0,25.0,19.8,True,1.0,10.0,9.0,True,True,1,2,False,True,True,0,False,OK
778,dog,11,1.5,multi,basic,189.8,196.9,3.7,True,20.0,40.0,42.6,True,10.0,25.0,12.1,True,1.0,10.0,5.4,True,True,2,0,True,True,True,0,False,OK
779,dog,7,1.5,multi,advanced,189.8,200.2,5.5,True,20.0,40.0,23.5,True,10.0,25.0,12.6,True,1.0,10.0,10.0,True,True,2,2,True,True,True,0,False,OK
780,dog,5,1.8,dry,basic,217.6,229.8,5.6,True,20.0,40.0,29.3,True,10.0,25.0,19.6,True,1.0,10.0,3.4,True,True,1,0,True,False,True,0,False,OK
781,dog,6,1.6,dry,advanced,199.2,201.8,1.3,True,20.0,40.0,20.9,True,10.0,25.0,18.7,True,1.0,10.0,8.8,True,True,1,2,True,False,True,0,False,OK
782,dog,8,1.8,wet,basic,217.6,225.5,3.6,True,20.0,40.0,18.2,True,10.0,25.0,17.5,True,1.0,10.0,1.9,True,True,1,0,False,True,True,0,False,OK
783,dog,5,1.4,wet,advanced,180.2,194.1,7.7,True,20.0,40.0,36.2,True,10.0,25.0,10.0,True,1.0,10.0,3.8,True,True,1,2,False,True,True,0,False,OK
784,dog,5,1.6,multi,basic,199.2,193.8,-2.7,True,20.0,40.0,38.4,True,10.0,25.0,14.1,True,1.0,10.0,6.5,True,True,2,0,True,True,True,0,False,OK
785,dog,7,1.7,multi,advanced,208.4,193.4,-7.2,True,20.0,40.0,26.8,True,10.0,25.0,25.5,True,1.0,10.0,4.1,True,True,2,2,True,True,True,0,False,OK
786,dog,7,1.7,dry,basic,208.4,225.3,8.1,True,20.0,40.0,32.4,True,10.0,25.0,26.8,True,1.0,10.0,5.1,True,True,1,0,True,False,True,0,False,OK
787,dog,6,1.7,dry,advanced,208.4,219.3,5.2,True,20.0,40.0,29.1,True,10.0,25.0,22.7,True,1.0,10.0,9.3,True,True,1,2,True,False,True,0,False,OK
788,dog,5,1.8,wet,basic,217.6,209.2,-3.9,True,20.0,40.0,24.4,True,10.0,25.0,22.1,True,1.0,10.0,10.1,True,True,1,0,False,True,True,0,False,OK
789,dog,5,1.5,wet,advanced,189.8,191.7,1.0,True,20.0,40.0,19.5,True,10.0,25.0,20.6,True,1.0,10.0,8.3,True,True,1,2,False,True,True,0,False,OK
790,dog,10,1.8,multi,basic,217.6,214.8,-1.3,True,20.0,40.0,37.2,True,10.0,25.0,24.4,True,1.0,10.0,4.6,True,True,2,0,True,True,True,0,False,OK
791,dog,10,1.8,multi,advanced,217.6,232.7,7.0,True,20.0,40.0,33.3,True,10.0,25.0,18.1,True,1.0,10.0,5.5,True,True,2,2,True,True,True,0,False,OK
792,dog,6,1.7,dry,basic,208.4,207.2,-0.6,True,20.0,40.0,37.9,True,10.0,25.0,14.4,True,1.0,10.0,11.7,False,True,1,0,True,False,True,0,False,OK
793,dog,10,1.5,dry,advanced,189.8,174.8,-7.9,True,20.0,40.0,38.2,True,10.0,25.0,23.7,True,1.0,10.0,9.2,True,True,1,2,True,False,True,0,False,OK
794,dog,10,1.7,wet,basic,208.4,189.7,-9.0,True,20.0,40.0,35.8,True,10.0,25.0,18.1,True,1.0,10.0,9.6,True,True,1,0,False,True,True,0,False,OK
795,dog,9,1.8,wet,advanced,217.6,202.7,-6.9,True,20.0,40.0,31.8,True,10.0,25.0,21.0,True,1.0,10.0,7.2,True,True,1,2,False,True,True,0,False,OK
796,dog,9,1.8,multi,basic,217.6,200.1,-8.0,True,20.0,40.0,27.2,True,10.0,25.0,13.3,True,1.0,10.0,5.3,True,True,2,0,True,True,True,0,False,OK
797,dog,6,1.8,multi,advanced,217.6,236.0,8.5,True,20.0,40.0,42.0,True,10.0,25.0,9.1,True,1.0,10.0,1.6,True,True,2,2,True,True,True,0,False,OK
798,dog,7,1.5,dry,basic,189.8,189.0,-0.4,True,20.0,40.0,27.5,True,10.0,25.0,9.1,True,1.0,10.0,2.5,True,True,1,0,True,False,True,0,False,OK
799,dog,10,1.4,dry,advanced,180.2,181.2,0.5,True,20.0,40.0,19.4,True,10.0,25.0,17.6,True,1.0,10.0,1.6,True,True,1,2,True,False,True,0,False,OK
800,dog,5,1.5,wet,basic,189.8,176.2,-7.2,True,20.0,40.0,34.4,True,10.0,25.0,10.0,True,1.0,10.0,1.6,True,True,1,0,False,True,True,0,False,OK
801,dog,7,1.4,wet,advanced,180.2,189.7,5.3,True,20.0,40.0,43.3,True,10.0,25.0,20.8,True,1.0,10.0,6.9,True,True,1,2,False,True,True,0,False,OK
802,dog,8,1.4,multi,basic,180.2,198.0,9.9,True,20.0,40.0,30.5,True,10.0,25.0,23.2,True,1.0,10.0,2.3,True,True,2,0,True,True,True,0,False,OK
803,dog,8,1.8,multi,advanced,217.6,221.8,1.9,True,20.0,40.0,38.7,True,10.0,25.0,14.4,True,1.0,10.0,4.3,True,True,2,2,True,True,True,0,False,OK
804,dog,11,1.5,dry,basic,189.8,197.0,3.8,True,20.0,40.0,37.0,True,10.0,25.0,22.3,True,1.0,10.0,6.0,True,True,1,0,True,False,True,0,False,OK
805,dog,10,1.7,dry,advanced,208.4,193.4,-7.2,True,20.0,40.0,30.7,True,10.0,25.0,15.0,True,1.0,10.0,2.3,True,True,1,2,True,False,True,0,False,OK
806,dog,5,1.7,wet,basic,208.4,228.1,9.5,True,20.0,40.0,40.5,True,10.0,25.0,13.6,True,1.0,10.0,6.5,True,True,1,0,False,True,True,0,False,OK
807,dog,5,1.8,wet,advanced,217.6,228.7,5.1,True,20.0,40.0,20.4,True,10.0,25.0,13.1,True,1.0,10.0,6.4,True,True,1,2,False,True,True,0,False,OK
808,dog,5,1.4,multi,basic,180.2,180.4,0.1,True,20.0,40.0,19.7,True,10.0,25.0,25.8,True,1.0,10.0,10.4,True,True,2,0,True,True,True,0,False,OK
809,dog,9,1.4,multi,advanced,180.2,186.8,3.7,True,20.0,40.0,34.5,True,10.0,25.0,17.0,True,1.0,10.0,9.6,True,True,2,2,True,True,True,0,False,OK
810,dog,8,1.7,dry,basic,208.4,198.3,-4.8,True,20.0,40.0,23.8,True,10.0,25.0,25.1,True,1.0,10.0,8.9,True,True,1,0,True,False,True,0,False,OK
811,dog,6,1.8,dry,advanced,217.6,207.7,-4.6,True,20.0,40.0,24.5,True,10.0,25.0,24.3,True,1.0,10.0,1.8,True,True,1,2,True,False,True,0,False,OK
812,dog,8,1.8,wet,basic,217.6,211.4,-2.9,True,20.0,40.0,30.3,True,10.0,25.0,25.8,True,1.0,10.0,4.1,True,True,1,0,False,True,True,0,False,OK
813,dog,7,1.7,wet,advanced,208.4,195.0,-6.4,True,20.0,40.0,29.8,True,10.0,25.0,24.2,True,1.0,10.0,3.5,True,True,1,2,False,True,True,0,False,OK
814,dog,8,1.4,multi,basic,180.2,175.1,-2.8,True,20.0,40.0,41.8,True,10.0,25.0,9.4,True,1.0,10.0,5.9,True,True,2,0,True,True,True,0,False,OK
815,dog,7,1.4,multi,advanced,180.2,186.5,3.5,True,20.0,40.0,38.4,True,10.0,25.0,26.9,True,1.0,10.0,7.0,True,True,2,2,True,True,True,0,False,OK
816,dog,10,1.7,dry,basic,208.4,200.1,-4.0,True,20.0,40.0,25.1,True,10.0,25.0,20.4,True,1.0,10.0,3.7,True,True,1,0,True,False,True,0,False,OK
817,dog,6,1.4,dry,advanced,180.2,184.3,2.3,True,20.0,40.0,27.8,True,10.0,25.0,13.6,True,1.0,10.0,2.2,True,True,1,2,True,False,True,0,False,OK
818,dog,5,1.6,wet,basic,199.2,204.3,2.5,True,20.0,40.0,38.9,True,10.0,25.0,26.4,True,1.0,10.0,10.1,True,True,1,0,False,True,True,0,False,OK
819,dog,10,1.6,wet,advanced,199.2,201.3,1.0,True,20.0,40.0,40.9,True,10.0,25.0,21.0,True,1.0,10.0,3.7,True,True,1,2,False,True,True,0,False,OK
820,dog,7,1.5,multi,basic,189.8,189.9,0.1,True,20.0,40.0,21.5,True,10.0,25.0,13.1,True,1.0,10.0,10.9,True,True,2,0,True,True,True,0,False,OK
821,dog,7,1.6,multi,advanced,199.2,185.3,-7.0,True,20.0,40.0,32.0,True,10.0,25.0,26.2,True,1.0,10.0,3.6,True,True,2,2,True,True,True,0,False,OK
822,dog,9,1.7,dry,basic,208.4,199.7,-4.2,True,20.0,40.0,26.8,True,10.0,25.0,10.8,True,1.0,10.0,4.5,True,True,1,0,True,False,True,0,False,OK
823,dog,5,1.7,dry,advanced,208.4,192.8,-7.5,True,20.0,40.0,33.7,True,10.0,25.0,19.6,True,1.0,10.0,2.5,True,True,1,2,True,False,True,0,False,OK
824,dog,11,1.5,wet,basic,189.8,177.5,-6.5,True,20.0,40.0,34.0,True,10.0,25.0,16.3,True,1.0,10.0,9.5,True,True,1,0,False,True,True,0,False,OK
825,dog,11,1.7,wet,advanced,208.4,198.2,-4.9,True,20.0,40.0,24.8,True,10.0,25.0,16.4,True,1.0,10.0,1.2,True,True,1,2,False,True,True,0,False,OK
826,dog,8,1.7,multi,basic,208.4,189.4,-9.1,True,20.0,40.0,27.0,True,10.0,25.0,18.4,True,1.0,10.0,9.6,True,True,2,0,True,True,True,0,False,OK
827,dog,8,1.5,multi,advanced,189.8,193.0,1.7,True,20.0,40.0,26.1,True,10.0,25.0,9.2,True,1.0,10.0,6.9,True,True,2,2,True,True,True,0,False,OK
828,dog,10,1.7,dry,basic,208.4,222.7,6.8,True,20.0,40.0,30.4,True,10.0,25.0,9.6,True,1.0,10.0,5.7,True,True,1,0,True,False,True,0,False,OK
829,dog,8,1.8,dry,advanced,217.6,222.6,2.3,True,20.0,40.0,21.0,True,10.0,25.0,15.1,True,1.0,10.0,11.0,True,True,1,2,True,False,True,0,False,OK
830,dog,11,1.8,wet,basic,217.6,197.3,-9.3,True,20.0,40.0,35.3,True,10.0,25.0,21.8,True,1.0,10.0,9.8,True,True,1,0,False,True,True,0,False,OK
831,dog,10,1.4,wet,advanced,180.2,194.7,8.0,True,20.0,40.0,43.8,True,10.0,25.0,25.1,True,1.0,10.0,5.1,True,True,1,2,False,True,True,0,False,OK
832,dog,11,1.6,multi,basic,199.2,184.0,-7.6,True,20.0,40.0,29.6,True,10.0,25.0,23.9,True,1.0,10.0,1.6,True,True,2,0,True,True,True,0,False,OK
833,dog,11,1.7,multi,advanced,208.4,203.3,-2.5,True,20.0,40.0,23.8,True,10.0,25.0,23.3,True,1.0,10.0,6.1,True,True,2,2,True,True,True,0,False,OK
834,dog,7,1.5,dry,basic,189.8,181.8,-4.2,True,20.0,40.0,43.3,True,10.0,25.0,11.4,True,1.0,10.0,9.5,True,True,1,0,True,False,True,0,False,OK
835,dog,5,1.8,dry,advanced,217.6,206.1,-5.3,True,20.0,40.0,24.6,True,10.0,25.0,22.4,True,1.0,10.0,9.6,True,True,1,2,True,False,True,0,False,OK
836,dog,8,1.6,wet,basic,199.2,187.1,-6.1,True,20.0,40.0,39.8,True,10.0,25.0,18.5,True,1.0,10.0,4.4,True,True,1,0,False,True,True,0,False,OK
837,dog,9,1.6,wet,advanced,199.2,196.1,-1.6,True,20.0,40.0,30.4,True,10.0,25.0,18.3,True,1.0,10.0,9.0,True,True,1,2,False,True,True,0,False,OK
838,dog,9,1.8,multi,basic,217.6,204.8,-5.9,True,20.0,40.0,24.4,True,10.0,25.0,26.0,True,1.0,10.0,1.0,True,True,2,0,True,True,True,0,False,OK
839,dog,7,1.8,multi,advanced,217.6,221.5,1.8,True,20.0,40.0,40.4,True,10.0,25.0,16.3,True,1.0,10.0,8.5,True,True,2,2,True,True,True,0,False,OK
840,dog,9,1.7,dry,basic,208.4,200.7,-3.7,True,20.0,40.0,35.0,True,10.0,25.0,27.4,True,1.0,10.0,5.2,True,True,1,0,True,False,True,0,False,OK
841,dog,6,1.5,dry,advanced,189.8,186.7,-1.6,True,20.0,40.0,42.7,True,10.0,25.0,10.5,True,1.0,10.0,5.7,True,True,1,2,True,False,True,0,False,OK
842,dog,8,1.5,wet,basic,189.8,176.4,-7.1,True,20.0,40.0,35.9,True,10.0,25.0,24.4,True,1.0,10.0,4.4,True,True,1,0,False,True,True,0,False,OK
843,dog,10,1.5,wet,advanced,189.8,187.0,-1.5,True,20.0,40.0,24.1,True,10.0,25.0,15.4,True,1.0,10.0,10.6,True,True,1,2,False,True,True,0,False,OK
844,dog,7,1.5,multi,basic,189.8,185.7,-2.1,True,20.0,40.0,37.0,True,10.0,25.0,23.9,True,1.0,10.0,1.1,True,True,2,0,True,True,True,0,False,OK
845,dog,8,1.5,multi,advanced,189.8,173.7,-8.5,True,20.0,40.0,19.8,True,10.0,25.0,12.9,True,1.0,10.0,1.3,True,True,2,2,True,True,True,0,False,OK
846,dog,6,1.8,dry,basic,217.6,202.5,-6.9,True,20.0,40.0,35.2,True,10.0,25.0,13.7,True,1.0,10.0,8.8,True,True,1,0,True,False,True,0,False,OK
847,dog,11,1.6,dry,advanced,199.2,181.9,-8.7,True,20.0,40.0,24.1,True,10.0,25.0,14.8,True,1.0,10.0,3.4,True,True,1,2,True,False,True,0,False,OK
848,dog,5,1.6,wet,basic,199.2,182.6,-8.3,True,20.0,40.0,27.1,True,10.0,25.0,22.3,True,1.0,10.0,2.0,True,True,1,0,False,True,True,0,False,OK
849,dog,10,1.7,wet,advanced,208.4,224.4,7.7,True,20.0,40.0,32.2,True,10.0,25.0,9.2,True,1.0,10.0,9.5,True,True,1,2,False,True,True,0,False,OK
850,dog,5,1.5,multi,basic,189.8,195.0,2.7,True,20.0,40.0,27.7,True,10.0,25.0,11.0,True,1.0,10.0,9.5,True,True,2,0,True,True,True,0,False,OK
851,dog,9,1.5,multi,advanced,189.8,189.3,-0.3,True,20.0,40.0,22.0,True,10.0,25.0,25.0,True,1.0,10.0,6.7,True,True,2,2,True,True,True,0,False,OK
852,dog,9,1.6,dry,basic,199.2,210.2,5.5,True,20.0,40.0,37.5,True,10.0,25.0,26.2,True,1.0,10.0,2.9,True,True,1,0,True,False,True,0,False,OK
853,dog,11,1.7,dry,advanced,208.4,205.9,-1.2,True,20.0,40.0,26.9,True,10.0,25.0,12.0,True,1.0,10.0,1.9,True,True,1,2,True,False,True,0,False,OK
854,dog,7,1.4,wet,basic,180.2,193.4,7.3,True,20.0,40.0,35.3,True,10.0,25.0,19.9,True,1.0,10.0,10.5,True,True,1,0,False,True,True,0,False,OK
855,dog,9,1.7,wet,advanced,208.4,190.8,-8.4,True,20.0,40.0,24.0,True,10.0,25.0,19.3,True,1.0,10.0,7.6,True,True,1,2,False,True,True,0,False,OK
856,dog,6,1.7,multi,basic,208.4,189.6,-9.0,True,20.0,40.0,22.0,True,10.0,25.0,10.8,True,1.0,10.0,6.2,True,True,2,0,True,True,True,0,False,OK
857,dog,11,1.4,multi,advanced,180.2,192.6,6.9,True,20.0,40.0,26.2,True,10.0,25.0,20.2,True,1.0,10.0,6.6,True,True,2,2,True,True,True,0,False,OK
858,dog,11,1.5,dry,basic,189.8,177.9,-6.3,True,20.0,40.0,43.9,True,10.0,25.0,21.1,True,1.0,10.0,3.6,True,True,1,0,True,False,True,0,False,OK
859,dog,7,1.7,dry,advanced,208.4,189.2,-9.2,True,20.0,40.0,21.0,True,10.0,25.0,26.0,True,1.0,10.0,2.5,True,True,1,2,True,False,True,0,False,OK
860,dog,11,1.8,wet,basic,217.6,203.7,-6.4,True,20.0,40.0,34.0,True,10.0,25.0,13.8,True,1.0,10.0,5.5,True,True,1,0,False,True,True,0,False,OK
861,dog,10,1.7,wet,advanced,208.4,192.2,-7.8,True,20.0,40.0,27.3,True,10.0,25.0,26.5,True,1.0,10.0,11.5,False,True,1,2,False,True,True,0,False,OK
862,dog,11,1.6,multi,basic,199.2,188.2,-5.5,True,20.0,40.0,43.0,True,10.0,25.0,23.9,True,1.0,10.0,11.7,False,True,2,0,True,True,True,0,False,OK
